Jar,Exp,plot,Ring,CO2,N,NoSp,NoGrp,MonoSp,MonoGrp,Time,DRR,CR
109,e141,111,2,Camb,Namb,1,1,AgropyronRepens,C-3,273,0.00081,0.457971
110,e141,330,6,Camb,Namb,1,1,AmorphaCanescens,Legume,273,0.000279,0.1522821
111,e141,354,6,Camb,Nenrich,16,4,,,273,0.000764,0.3959731
112,e141,158,3,Cenrich,Nenrich,1,1,AmorphaCanescens,Legume,273,0.00024,0.1551952
1,e141,35,1,Cenrich,Namb,1,1,LespedezaCapitata,Legume,324,0.00032,0.4230495
2,e141,109,2,Camb,Namb,1,1,BromusInermis,C-3,324,0.000019,0.3339197
3,e141,8,1,Cenrich,Nenrich,1,1,SchizachyriumScoparium,C-4,324,0.000579,0.4581876
4,e141,30,1,Cenrich,Nenrich,16,4,,,324,0.001013,0.8535694
5,e141,42,1,Cenrich,Namb,1,1,SolidagoRigida,Forb,324,0.000714,0.5391997
6,e141,184,4,Camb,Namb,16,4,,,324,0.000677,0.516206
7,e141,209,4,Camb,Namb,1,1,AmorphaCanescens,Legume,324,0.000326,0.202022
8,e141,358,6,Camb,Namb,16,4,,,324,0.0006,0.4261558
9,e141,18,1,Cenrich,Nenrich,1,1,AmorphaCanescens,Legume,324,0.001133,0.3846525
10,e141,43,1,Cenrich,Nenrich,16,4,,,324,0.00073,0.5739538
11,e141,163,3,Cenrich,Namb,16,4,,,324,0.000167,0.3887773
12,e141,130,3,Cenrich,Nenrich,16,4,,,324,0.000809,0.6736024
13,e141,52,1,Cenrich,Nenrich,16,4,,,324,0.000543,0.6017354
14,e141,71,2,Camb,Nenrich,1,1,SorghastrumNutans,C-4,324,0.000595,0.488525
15,e141,231,4,Camb,Namb,1,1,SchizachyriumScoparium,C-4,324,0.000915,0.4818777
16,e141,254,5,Cenrich,Namb,1,1,SchizachyriumScoparium,C-4,324,0.000266,0.271054
17,e141,112,2,Camb,Nenrich,1,1,AgropyronRepens,C-3,324,0.000863,0.4055105
18,e141,306,6,Camb,Namb,16,4,,,324,0.000891,0.5185084
19,e141,5,1,Cenrich,Namb,1,1,AsclepiasTuberosa,Forb,324,0.000234,0.2953498
20,e141,24,1,Cenrich,Namb,1,1,AgropyronRepens,C-3,324,0.000209,0.4289342
21,e141,266,5,Cenrich,Namb,1,1,BromusInermis,C-3,324,0.000719,0.5183734
22,e141,222,4,Camb,Namb,16,4,,,324,0.000427,0.4183995
23,e141,270,5,Cenrich,Namb,16,4,,,324,0.001615,0.6511983
24,e141,352,6,Camb,Nenrich,1,1,BromusInermis,C-3,324,0.001841,0.7283026
25,e141,33,1,Cenrich,Namb,16,4,,,324,0.000221,0.7848798
26,e141,104,2,Camb,Namb,16,4,,,324,0.000677,0.5634777
27,e141,213,4,Camb,Nenrich,16,4,,,324,0.001314,0.7019301
28,e141,31,1,Cenrich,Nenrich,1,1,AsclepiasTuberosa,Forb,324,0.000507,0.3091338
29,e141,137,3,Cenrich,Nenrich,1,1,LespedezaCapitata,Legume,324,0.000347,0.2365471
30,e141,67,2,Camb,Namb,16,4,,,324,0.000739,0.4570745
31,e141,57,1,Cenrich,Namb,1,1,SchizachyriumScoparium,C-4,324,0.000538,0.3161857
32,e141,118,2,Camb,Nenrich,16,4,,,324,0.000664,0.591294
33,e141,279,5,Cenrich,Namb,1,1,AmorphaCanescens,Legume,324,0.000561,0.3997949
34,e141,250,5,Cenrich,Namb,16,4,,,324,0.001376,0.554503
35,e141,13,1,Cenrich,Nenrich,16,4,,,324,0.001085,0.6741415
36,e141,69,2,Camb,Namb,16,4,,,324,0.00082,0.6592001
37,e141,241,4,Camb,Nenrich,1,1,LespedezaCapitata,Legume,324,0.000445,0.2825725
38,e141,64,2,Camb,Nenrich,16,4,,,324,0.000175,0.3500823
39,e141,196,4,Camb,Nenrich,1,1,AmorphaCanescens,Legume,324,0.000607,0.1872093
40,e141,169,3,Cenrich,Namb,1,1,AmorphaCanescens,Legume,324,0.000696,0.2487204
41,e141,143,3,Cenrich,Nenrich,1,1,SolidagoRigida,Forb,324,0.001432,0.5854553
42,e141,39,1,Cenrich,Namb,1,1,BromusInermis,C-3,324,0.000845,0.5671053
43,e141,108,2,Camb,Nenrich,16,4,,,324,0.000758,0.6539731
44,e141,53,1,Cenrich,Nenrich,1,1,SolidagoRigida,Forb,324,0.000777,0.4867344
45,e141,132,3,Cenrich,Nenrich,1,1,SchizachyriumScoparium,C-4,324,0.000463,0.4003329
46,e141,103,2,Camb,Nenrich,1,1,BromusInermis,C-3,324,0.001241,0.6962915
47,e141,36,1,Cenrich,Nenrich,1,1,AgropyronRepens,C-3,324,0.000563,0.4429848
48,e141,90,2,Camb,Namb,1,1,SorghastrumNutans,C-4,324,0.000504,0.5869123
49,e141,144,3,Cenrich,Nenrich,1,1,AgropyronRepens,C-3,324,0.000617,0.3187455
50,e141,68,2,Camb,Nenrich,1,1,SchizachyriumScoparium,C-4,324,0.000332,0.3840369
51,e141,123,3,Cenrich,Nenrich,1,1,SorghastrumNutans,C-4,324,NA,0.4049464
52,e141,192,4,Camb,Namb,1,1,AsclepiasTuberosa,Forb,324,0.000309,0.1250599
53,e141,23,1,Cenrich,Namb,16,4,,,324,0.000618,0.4076026
54,e141,160,3,Cenrich,Nenrich,1,1,AsclepiasTuberosa,Forb,324,0.000609,0.1896905
55,e141,45,1,Cenrich,Namb,16,4,,,324,0.000972,0.5511921
56,e141,174,3,Cenrich,Nenrich,1,1,BromusInermis,C-3,324,0.001907,0.6713065
57,e141,51,1,Cenrich,Namb,16,4,,,324,0.002111,0.9283671
58,e141,94,2,Camb,Nenrich,1,1,AsclepiasTuberosa,Forb,324,0.000013,0.1827492
59,e141,107,2,Camb,Namb,16,4,,,324,0.000505,0.5807919
60,e141,175,3,Cenrich,Nenrich,16,4,,,324,0.001116,0.6012614
61,e141,110,2,Camb,Nenrich,16,4,,,324,0.000704,0.3499043
62,e141,116,2,Camb,Namb,1,1,LespedezaCapitata,Legume,324,0.000641,0.3899664
63,e141,179,3,Cenrich,Namb,16,4,,,324,0.001386,0.6537084
64,e141,173,3,Cenrich,Namb,16,4,,,324,0.000455,0.3252298
65,e141,180,3,Cenrich,Nenrich,16,4,,,324,0.002033,0.9383191
66,e141,126,3,Cenrich,Namb,1,1,SorghastrumNutans,C-4,324,0.001073,0.4775703
67,e141,235,4,Camb,Namb,1,1,AgropyronRepens,C-3,324,0.00033,0.2998958
68,e141,256,5,Cenrich,Nenrich,1,1,LespedezaCapitata,Legume,324,0.000656,0.4538466
69,e141,201,4,Camb,Namb,16,4,,,324,0.000918,0.5168186
70,e141,205,4,Camb,Nenrich,16,4,,,324,0.000784,0.4877954
71,e141,99,2,Camb,Nenrich,1,1,SolidagoRigida,Forb,324,0.001478,0.6563037
72,e141,225,4,Camb,Nenrich,1,1,AgropyronRepens,C-3,324,0.001211,0.4390056
73,e141,199,4,Camb,Namb,1,1,SolidagoRigida,Forb,324,0.000927,0.3722788
74,e141,188,4,Camb,Namb,16,4,,,324,0.000449,0.417391
75,e141,153,3,Cenrich,Namb,1,1,SolidagoRigida,Forb,324,0.000513,0.6573894
76,e141,236,4,Camb,Nenrich,16,4,,,324,0.00054,0.8588479
77,e141,234,4,Camb,Nenrich,16,4,,,324,0.000794,0.5158599
78,e141,277,5,Cenrich,Namb,1,1,SorghastrumNutans,C-4,324,0.001195,0.6535195
79,e141,283,5,Cenrich,Namb,16,4,,,324,0.000902,0.6421671
80,e141,267,5,Cenrich,Nenrich,16,4,,,324,0.000453,0.418081
81,e141,248,5,Cenrich,Namb,1,1,AsclepiasTuberosa,Forb,324,0.000373,0.2495062
82,e141,272,5,Cenrich,Namb,16,4,,,324,0.001388,0.8146481
83,e141,275,5,Cenrich,Nenrich,16,4,,,324,0.001271,1.4587901
84,e141,202,4,Camb,Namb,1,1,BromusInermis,C-3,324,0.000193,0.2516296
85,e141,304,5,Cenrich,Namb,1,1,LespedezaCapitata,Legume,324,0.000599,0.3503953
86,e141,253,5,Cenrich,Nenrich,16,4,,,324,0.001076,0.494088
87,e141,273,5,Cenrich,Nenrich,1,1,SorghastrumNutans,C-4,324,0.001307,0.9323252
88,e141,147,3,Cenrich,Namb,16,4,,,324,0.000364,0.4225365
89,e141,151,3,Cenrich,Nenrich,16,4,,,324,0.000749,0.8146489
90,e141,301,5,Cenrich,Nenrich,16,4,,,324,NA,0.866746
91,e141,331,6,Camb,Namb,1,1,SorghastrumNutans,C-4,324,0.000772,0.6197151
92,e141,344,6,Camb,Namb,16,4,,,324,0.000932,0.4879092
93,e141,362,6,Camb,Nenrich,1,1,SorghastrumNutans,C-4,324,0.000421,0.4450293
94,e141,338,6,Camb,Nenrich,1,1,SolidagoRigida,Forb,324,0.000953,0.5903725
95,e141,329,6,Camb,Namb,1,1,AsclepiasTuberosa,Forb,324,0.000575,0.3980615
96,e141,355,6,Camb,Namb,16,4,,,324,0.000643,0.546019
97,e141,322,6,Camb,Namb,1,1,LespedezaCapitata,Legume,324,0.000343,0.3128335
98,e141,145,3,Cenrich,Namb,1,1,AgropyronRepens,C-3,324,0.000742,0.4321049
99,e141,345,6,Camb,Namb,1,1,SchizachyriumScoparium,C-4,324,0.000198,0.5962119
100,e141,321,6,Camb,Nenrich,16,4,,,324,0.001291,0.9008552
101,e141,22,1,Cenrich,Nenrich,1,1,BromusInermis,C-3,324,0.000181,0.6690728
102,e141,311,6,Camb,Nenrich,16,4,,,324,0.000562,0.5322592
103,e141,318,6,Camb,Nenrich,1,1,LespedezaCapitata,Legume,324,0.000815,0.3060424
104,e141,314,6,Camb,Namb,1,1,SolidagoRigida,Forb,324,0.00024,0.3122738
105,e141,342,6,Camb,Nenrich,1,1,AsclepiasTuberosa,Forb,324,0.000259,0.2223303
106,e141,316,6,Camb,Nenrich,1,1,AmorphaCanescens,Legume,324,0.000427,0.3815764
107,e141,349,6,Camb,Nenrich,1,1,SchizachyriumScoparium,C-4,324,0.000419,0.3836969
108,e141,307,6,Camb,Nenrich,16,4,,,324,0.00025,0.6946004
109,e141,111,2,Camb,Namb,1,1,AgropyronRepens,C-3,324,0.001094,0.5066679
110,e141,330,6,Camb,Namb,1,1,AmorphaCanescens,Legume,324,NA,0.1724176
111,e141,354,6,Camb,Nenrich,16,4,,,324,0.000157,0.4191365
112,e141,158,3,Cenrich,Nenrich,1,1,AmorphaCanescens,Legume,324,0.000263,0.1680176
1,e141,35,1,Cenrich,Namb,1,1,LespedezaCapitata,Legume,391,0.000948,0.4658548
2,e141,109,2,Camb,Namb,1,1,BromusInermis,C-3,391,0.000459,0.3501613
3,e141,8,1,Cenrich,Nenrich,1,1,SchizachyriumScoparium,C-4,391,0.000832,0.5055895
4,e141,30,1,Cenrich,Nenrich,16,4,,,391,0.001358,0.933151
5,e141,42,1,Cenrich,Namb,1,1,SolidagoRigida,Forb,391,0.000755,0.5884361
6,e141,184,4,Camb,Namb,16,4,,,391,0.000914,0.5696198
7,e141,209,4,Camb,Namb,1,1,AmorphaCanescens,Legume,391,0.000741,0.2379598
8,e141,358,6,Camb,Namb,16,4,,,391,0.000309,0.4564742
9,e141,18,1,Cenrich,Nenrich,1,1,AmorphaCanescens,Legume,391,0.000871,0.4516332
10,e141,43,1,Cenrich,Nenrich,16,4,,,391,0.000745,0.6233623
11,e141,163,3,Cenrich,Namb,16,4,,,391,0.000496,0.4111416
12,e141,130,3,Cenrich,Nenrich,16,4,,,391,0.001063,0.7364314
13,e141,52,1,Cenrich,Nenrich,16,4,,,391,0.000651,0.6417895
14,e141,71,2,Camb,Nenrich,1,1,SorghastrumNutans,C-4,391,0.001149,0.5472225
15,e141,231,4,Camb,Namb,1,1,SchizachyriumScoparium,C-4,391,0.00078,0.5386061
16,e141,254,5,Cenrich,Namb,1,1,SchizachyriumScoparium,C-4,391,0.00088,0.3097489
17,e141,112,2,Camb,Nenrich,1,1,AgropyronRepens,C-3,391,0.000946,0.4661475
18,e141,306,6,Camb,Namb,16,4,,,391,0.000813,0.5755501
19,e141,5,1,Cenrich,Namb,1,1,AsclepiasTuberosa,Forb,391,0.000668,0.3257821
20,e141,24,1,Cenrich,Namb,1,1,AgropyronRepens,C-3,391,0.000602,0.4562881
21,e141,266,5,Cenrich,Namb,1,1,BromusInermis,C-3,391,0.001229,0.5838856
22,e141,222,4,Camb,Namb,16,4,,,391,0.000973,0.4655681
23,e141,270,5,Cenrich,Namb,16,4,,,391,0.001527,0.7564087
24,e141,352,6,Camb,Nenrich,1,1,BromusInermis,C-3,391,0.000787,0.815828
25,e141,33,1,Cenrich,Namb,16,4,,,391,0.00124,0.8343523
26,e141,104,2,Camb,Namb,16,4,,,391,0.000618,0.6068093
27,e141,213,4,Camb,Nenrich,16,4,,,391,0.000811,0.7728834
28,e141,31,1,Cenrich,Nenrich,1,1,AsclepiasTuberosa,Forb,391,0.000504,0.343019
29,e141,137,3,Cenrich,Nenrich,1,1,LespedezaCapitata,Legume,391,0.000666,0.2706242
30,e141,67,2,Camb,Namb,16,4,,,391,0.00035,0.4933726
31,e141,57,1,Cenrich,Namb,1,1,SchizachyriumScoparium,C-4,391,0.001021,0.3686715
32,e141,118,2,Camb,Nenrich,16,4,,,391,0.000562,0.632321
33,e141,279,5,Cenrich,Namb,1,1,AmorphaCanescens,Legume,391,0.000252,0.4268739
34,e141,250,5,Cenrich,Namb,16,4,,,391,0.00127,0.643085
35,e141,13,1,Cenrich,Nenrich,16,4,,,391,0.000695,0.7335886
36,e141,69,2,Camb,Namb,16,4,,,391,0.001159,0.7256551
37,e141,241,4,Camb,Nenrich,1,1,LespedezaCapitata,Legume,391,0.000604,0.3177799
38,e141,64,2,Camb,Nenrich,16,4,,,391,0.000096,0.3591224
39,e141,196,4,Camb,Nenrich,1,1,AmorphaCanescens,Legume,391,NA,0.2278669
40,e141,169,3,Cenrich,Namb,1,1,AmorphaCanescens,Legume,391,0.000612,0.292515
41,e141,143,3,Cenrich,Nenrich,1,1,SolidagoRigida,Forb,391,0.001062,0.668807
42,e141,39,1,Cenrich,Namb,1,1,BromusInermis,C-3,391,0.000561,0.6140796
43,e141,108,2,Camb,Nenrich,16,4,,,391,0.000581,0.6987178
44,e141,53,1,Cenrich,Nenrich,1,1,SolidagoRigida,Forb,391,0.000803,0.5396748
45,e141,132,3,Cenrich,Nenrich,1,1,SchizachyriumScoparium,C-4,391,0.000969,0.4485557
46,e141,103,2,Camb,Nenrich,1,1,BromusInermis,C-3,391,0.001499,0.7882184
47,e141,36,1,Cenrich,Nenrich,1,1,AgropyronRepens,C-3,391,0.001025,0.4964155
48,e141,90,2,Camb,Namb,1,1,SorghastrumNutans,C-4,391,0.000819,0.6313717
49,e141,144,3,Cenrich,Nenrich,1,1,AgropyronRepens,C-3,391,NA,0.3601028
50,e141,68,2,Camb,Nenrich,1,1,SchizachyriumScoparium,C-4,391,0.000056,0.3969003
51,e141,123,3,Cenrich,Nenrich,1,1,SorghastrumNutans,C-4,391,0.001154,0.4676978
52,e141,192,4,Camb,Namb,1,1,AsclepiasTuberosa,Forb,391,0.000207,0.142296
53,e141,23,1,Cenrich,Namb,16,4,,,391,0.000119,0.4320359
54,e141,160,3,Cenrich,Nenrich,1,1,AsclepiasTuberosa,Forb,391,0.000467,0.2256869
55,e141,45,1,Cenrich,Namb,16,4,,,391,0.000919,0.6145262
56,e141,174,3,Cenrich,Nenrich,1,1,BromusInermis,C-3,391,0.001468,0.7841422
57,e141,51,1,Cenrich,Namb,16,4,,,391,0.000948,1.0302461
58,e141,94,2,Camb,Nenrich,1,1,AsclepiasTuberosa,Forb,391,0.000127,0.1875018
59,e141,107,2,Camb,Namb,16,4,,,391,0.000806,0.6248723
60,e141,175,3,Cenrich,Nenrich,16,4,,,391,0.000858,0.6672754
61,e141,110,2,Camb,Nenrich,16,4,,,391,0.000245,0.3814604
62,e141,116,2,Camb,Namb,1,1,LespedezaCapitata,Legume,391,0.000703,0.4350368
63,e141,179,3,Cenrich,Namb,16,4,,,391,0.000661,0.7219093
64,e141,173,3,Cenrich,Namb,16,4,,,391,0.000319,0.3510907
65,e141,180,3,Cenrich,Nenrich,16,4,,,391,0.001486,1.0559194
66,e141,126,3,Cenrich,Namb,1,1,SorghastrumNutans,C-4,391,0.000569,0.532313
67,e141,235,4,Camb,Namb,1,1,AgropyronRepens,C-3,391,0.000883,0.3407996
68,e141,256,5,Cenrich,Nenrich,1,1,LespedezaCapitata,Legume,391,0.000839,0.5040268
69,e141,201,4,Camb,Namb,16,4,,,391,0.000396,0.5605632
70,e141,205,4,Camb,Nenrich,16,4,,,391,0.001032,0.5487429
71,e141,99,2,Camb,Nenrich,1,1,SolidagoRigida,Forb,391,0.001153,0.7442963
72,e141,225,4,Camb,Nenrich,1,1,AgropyronRepens,C-3,391,0.001054,0.5147834
73,e141,199,4,Camb,Namb,1,1,SolidagoRigida,Forb,391,0.000801,0.4301068
74,e141,188,4,Camb,Namb,16,4,,,391,0.001045,0.4677419
75,e141,153,3,Cenrich,Namb,1,1,SolidagoRigida,Forb,391,0.000942,0.706355
76,e141,236,4,Camb,Nenrich,16,4,,,391,0.000867,0.9061683
77,e141,234,4,Camb,Nenrich,16,4,,,391,0.00039,0.5553178
78,e141,277,5,Cenrich,Namb,1,1,SorghastrumNutans,C-4,391,0.001299,0.7371143
79,e141,283,5,Cenrich,Namb,16,4,,,391,0.000716,0.6962976
80,e141,267,5,Cenrich,Nenrich,16,4,,,391,0.001112,0.4708174
81,e141,248,5,Cenrich,Namb,1,1,AsclepiasTuberosa,Forb,391,0.000545,0.2803709
82,e141,272,5,Cenrich,Namb,16,4,,,391,0.001128,0.898817
83,e141,275,5,Cenrich,Nenrich,16,4,,,391,0.001579,1.5544147
84,e141,202,4,Camb,Namb,1,1,BromusInermis,C-3,391,0.000257,0.2667512
85,e141,304,5,Cenrich,Namb,1,1,LespedezaCapitata,Legume,391,0.000565,0.3893627
86,e141,253,5,Cenrich,Nenrich,16,4,,,391,0.000428,0.5441288
87,e141,273,5,Cenrich,Nenrich,1,1,SorghastrumNutans,C-4,391,0.001119,1.0135116
88,e141,147,3,Cenrich,Namb,16,4,,,391,0.00074,0.4596841
89,e141,151,3,Cenrich,Nenrich,16,4,,,391,0.000895,0.8698112
90,e141,301,5,Cenrich,Nenrich,16,4,,,391,0.001339,0.958938
91,e141,331,6,Camb,Namb,1,1,SorghastrumNutans,C-4,391,0.000732,0.6700894
92,e141,344,6,Camb,Namb,16,4,,,391,0.001251,0.5611714
93,e141,362,6,Camb,Nenrich,1,1,SorghastrumNutans,C-4,391,0.001239,0.5010541
94,e141,338,6,Camb,Nenrich,1,1,SolidagoRigida,Forb,391,0.000516,0.6393764
95,e141,329,6,Camb,Namb,1,1,AsclepiasTuberosa,Forb,391,0.000726,0.4417276
96,e141,355,6,Camb,Namb,16,4,,,391,0.00087,0.5968011
97,e141,322,6,Camb,Namb,1,1,LespedezaCapitata,Legume,391,0.000737,0.3492179
98,e141,145,3,Cenrich,Namb,1,1,AgropyronRepens,C-3,391,0.000656,0.4789129
99,e141,345,6,Camb,Namb,1,1,SchizachyriumScoparium,C-4,391,0.000383,0.6157619
100,e141,321,6,Camb,Nenrich,16,4,,,391,0.001741,1.0026456
101,e141,22,1,Cenrich,Nenrich,1,1,BromusInermis,C-3,391,0.000457,0.6905783
102,e141,311,6,Camb,Nenrich,16,4,,,391,0.00129,0.5946662
103,e141,318,6,Camb,Nenrich,1,1,LespedezaCapitata,Legume,391,0.000582,0.3527564
104,e141,314,6,Camb,Namb,1,1,SolidagoRigida,Forb,391,0.000287,0.3299709
105,e141,342,6,Camb,Nenrich,1,1,AsclepiasTuberosa,Forb,391,0.000723,0.2554629
106,e141,316,6,Camb,Nenrich,1,1,AmorphaCanescens,Legume,391,0.000693,0.4192218
107,e141,349,6,Camb,Nenrich,1,1,SchizachyriumScoparium,C-4,391,0.00149,0.4481645
108,e141,307,6,Camb,Nenrich,16,4,,,391,0.000668,0.7255551
109,e141,111,2,Camb,Namb,1,1,AgropyronRepens,C-3,391,0.000792,0.569719
110,e141,330,6,Camb,Namb,1,1,AmorphaCanescens,Legume,391,0.000733,0.2140508
111,e141,354,6,Camb,Nenrich,16,4,,,391,0.000404,0.4380529
112,e141,158,3,Cenrich,Nenrich,1,1,AmorphaCanescens,Legume,391,0.000255,0.1853568
